entity_id,entity_type,home_city,home_lat,home_lon,typical_device,typical_auth,login_start,login_end,sessions_per_day_lambda,session_duration_mean,typical_resources
user_0010,user,Singapore,1.3521,103.8198,Windows11-A9:24:79:8E:F8:6D,token,6,18,1.6685008202757687,1351.8311567271728,"[""resource_005"", ""resource_041"", ""resource_046""]"
edge_device_0011,edge_device,Toronto,43.6532,-79.3832,Android14-DC:B5:D8:D2:EF:1B,password,0,23,5.943257964918822,278.19253200476214,"[""resource_013"", ""resource_016"", ""resource_027"", ""resource_031"", ""resource_051"", ""resource_052""]"
service_account_0012,service_account,London,51.5074,-0.1278,macOS14-EC:7F:26:E2:32:19,password,0,23,5.953171478840829,1749.773936801297,"[""resource_009"", ""resource_013"", ""resource_029"", ""resource_035""]"
edge_device_0013,edge_device,Singapore,1.3521,103.8198,Windows11-54:C2:01:C7:87:E8,certificate,0,23,13.646503940302155,865.2721273040639,"[""resource_014"", ""resource_027"", ""resource_031"", ""resource_032""]"
edge_device_0014,edge_device,Cape Town,-33.9249,18.4241,Windows11-A0:1D:19:F4:50:1D,password,0,23,12.357371787890434,1559.1749234574768,"[""resource_004"", ""resource_010"", ""resource_013"", ""resource_014"", ""resource_019"", ""resource_032"", ""resource_038"", ""resource_046""]"
user_0015,user,London,51.5074,-0.1278,iOS17-A1:85:68:A0:7A:87,biometric,6,16,2.5480622883396813,392.0228170464794,"[""resource_008"", ""resource_016"", ""resource_026"", ""resource_037"", ""resource_038"", ""resource_039"", ""resource_056"", ""resource_059""]"
user_0016,user,Sao Paulo,-23.5505,-46.6333,Windows10-87:43:B2:23:7D:BD,certificate,10,16,1.6831518027490824,435.5498684187158,"[""resource_001"", ""resource_005"", ""resource_030"", ""resource_049"", ""resource_060""]"
edge_device_0017,edge_device,Bengaluru,12.9716,77.5946,iOS17-99:35:44:87:3B:36,token,0,23,11.678632037125835,621.2041039500025,"[""resource_001"", ""resource_034"", ""resource_040"", ""resource_042"", ""resource_052""]"
user_0018,user,Bengaluru,12.9716,77.5946,FirmwareV3-1A:2F:D8:8D:16:01,certificate,10,22,2.127803130174735,1429.2131412917959,"[""resource_014"", ""resource_017"", ""resource_041"", ""resource_044"", ""resource_055""]"
user_0019,user,Sydney,-33.8688,151.2093,Android14-4C:12:BD:4B:DC:41,password,9,15,1.7796847014733375,679.3785268868166,"[""resource_029"", ""resource_036"", ""resource_046"", ""resource_048""]"
edge_device_0020,edge_device,New York,40.7128,-74.006,iOS17-D0:4F:79:53:5A:D3,password,0,23,8.536786346146183,470.56427473749534,"[""resource_007"", ""resource_014"", ""resource_016"", ""resource_043"", ""resource_044""]"
edge_device_0021,edge_device,Frankfurt,50.1109,8.6821,FirmwareV3-13:F0:71:66:EB:B3,certificate,0,23,6.080956264029571,1509.2689371739305,"[""resource_011"", ""resource_016"", ""resource_018"", ""resource_045"", ""resource_048"", ""resource_051"", ""resource_052"", ""resource_056""]"
edge_device_0022,edge_device,Singapore,1.3521,103.8198,FirmwareV3-23:8E:B3:CC:A9:0E,password,0,23,8.282619511977066,1600.8022267524077,"[""resource_013"", ""resource_026"", ""resource_043""]"
user_0023,user,Toronto,43.6532,-79.3832,iOS17-3B:C5:61:82:16:DF,password,11,20,2.59098470967652,1022.2709646778684,"[""resource_003"", ""resource_007"", ""resource_023"", ""resource_028"", ""resource_039""]"
edge_device_0024,edge_device,Dubai,25.2048,55.2708,iOS17-A0:3F:99:9E:D1:A7,biometric,0,23,14.207708562180402,1309.4776309949264,"[""resource_005"", ""resource_013"", ""resource_024"", ""resource_028"", ""resource_043"", ""resource_048"", ""resource_058"", ""resource_060""]"
user_0025,user,Singapore,1.3521,103.8198,FirmwareV3-00:9B:92:6B:DC:A4,biometric,10,19,2.515187921895407,895.6933472774838,"[""resource_012"", ""resource_025"", ""resource_040"", ""resource_043"", ""resource_044"", ""resource_048""]"
service_account_0026,service_account,Cape Town,-33.9249,18.4241,iOS17-AB:2F:78:9E:73:65,token,0,23,3.593568757075852,219.56912811745866,"[""resource_011"", ""resource_043"", ""resource_048"", ""resource_051"", ""resource_058"", ""resource_060""]"
user_0027,user,Sao Paulo,-23.5505,-46.6333,Windows10-4B:02:36:D9:70:5A,biometric,7,21,2.7359429225260925,261.3537839278383,"[""resource_005"", ""resource_027"", ""resource_030"", ""resource_037"", ""resource_041"", ""resource_050"", ""resource_055""]"
user_0028,user,London,51.5074,-0.1278,Ubuntu22-DA:E4:51:F3:E6:84,token,10,20,3.8750990211078897,1540.5778783039116,"[""resource_009"", ""resource_030"", ""resource_034"", ""resource_036"", ""resource_043"", ""resource_052""]"
user_0029,user,Cape Town,-33.9249,18.4241,macOS14-29:46:4D:76:C4:4E,token,8,18,2.1792877677054614,284.05073815648245,"[""resource_005"", ""resource_016"", ""resource_018"", ""resource_029"", ""resource_041"", ""resource_046""]"
user_0030,user,Cape Town,-33.9249,18.4241,FirmwareV3-C2:F4:03:B4:98:C7,biometric,10,15,3.641830080759836,1051.917319528575,"[""resource_004"", ""resource_014"", ""resource_025"", ""resource_027"", ""resource_054"", ""resource_060""]"
service_account_0031,service_account,Toronto,43.6532,-79.3832,Ubuntu22-AC:CF:54:EF:41:0D,biometric,0,23,6.399493956589502,1138.8662965172157,"[""resource_015"", ""resource_018"", ""resource_028"", ""resource_032""]"
service_account_0032,service_account,London,51.5074,-0.1278,Ubuntu22-A7:AC:C2:8E:D7:81,password,0,23,5.29146866859214,941.897074665136,"[""resource_004"", ""resource_009"", ""resource_012"", ""resource_017"", ""resource_025"", ""resource_028"", ""resource_030"", ""resource_056""]"
service_account_0033,service_account,New York,40.7128,-74.006,Windows10-66:0A:4E:7A:40:F2,password,0,23,8.279632428416683,1093.6307227266311,"[""resource_003"", ""resource_005"", ""resource_015"", ""resource_042"", ""resource_050""]"
user_0034,user,Bengaluru,12.9716,77.5946,Windows10-9F:37:0D:9F:C0:CB,token,11,16,3.4444797154385816,303.11429410575715,"[""resource_011"", ""resource_024"", ""resource_039"", ""resource_048"", ""resource_050""]"
service_account_0035,service_account,Dubai,25.2048,55.2708,iOS17-3D:15:B1:DB:BD:23,certificate,0,23,8.952052673621573,200.496483268682,"[""resource_007"", ""resource_020"", ""resource_045"", ""resource_050""]"
user_0036,user,Sao Paulo,-23.5505,-46.6333,Android14-8A:F7:EE:DF:89:A5,token,9,17,2.588717862519193,1525.7842506027775,"[""resource_024"", ""resource_028"", ""resource_041""]"
user_0037,user,Sao Paulo,-23.5505,-46.6333,Ubuntu22-A6:5D:F9:6C:B5:84,certificate,11,21,2.340991549728438,633.0467506208893,"[""resource_030"", ""resource_037"", ""resource_040"", ""resource_049""]"
user_0038,user,Sydney,-33.8688,151.2093,Android14-FB:E5:08:2F:96:71,biometric,9,18,3.2265233486163076,1300.695191578227,"[""resource_001"", ""resource_006"", ""resource_013"", ""resource_016"", ""resource_027"", ""resource_034"", ""resource_047""]"
user_0039,user,Toronto,43.6532,-79.3832,Ubuntu22-8A:9C:80:76:3D:62,certificate,11,20,2.3795263190354206,373.6786808331856,"[""resource_023"", ""resource_028"", ""resource_031"", ""resource_034"", ""resource_036""]"
user_0040,user,Bengaluru,12.9716,77.5946,FirmwareV3-63:97:74:B8:5B:9A,password,8,19,3.9512765761562827,1326.9899468518706,"[""resource_013"", ""resource_014"", ""resource_031"", ""resource_048""]"
user_0041,user,New York,40.7128,-74.006,Windows11-91:F0:F5:E1:AE:5E,password,7,22,1.7564691169694018,589.0149925986157,"[""resource_019"", ""resource_036"", ""resource_045""]"
edge_device_0042,edge_device,London,51.5074,-0.1278,Android14-1B:4D:4C:9B:2B:7F,password,0,23,10.77021156470818,1084.0783160805581,"[""resource_005"", ""resource_026"", ""resource_032""]"
user_0043,user,Toronto,43.6532,-79.3832,iOS17-1E:32:6A:6C:87:29,token,10,21,2.263450610798401,568.5815878330017,"[""resource_015"", ""resource_020"", ""resource_025"", ""resource_029"", ""resource_034"", ""resource_050"", ""resource_056""]"
user_0044,user,Mumbai,19.076,72.8777,Windows10-93:90:E8:24:77:87,token,10,22,2.228148222577569,868.7251250888229,"[""resource_027"", ""resource_029"", ""resource_045""]"
user_0045,user,Dubai,25.2048,55.2708,macOS14-93:E0:3F:EF:9B:CE,certificate,6,15,1.9148069730518116,990.7649269310394,"[""resource_010"", ""resource_018"", ""resource_053"", ""resource_059""]"
user_0046,user,London,51.5074,-0.1278,Android14-0A:89:14:59:F0:E2,certificate,6,16,2.0723110393045676,474.01241850146397,"[""resource_003"", ""resource_017"", ""resource_021"", ""resource_028"", ""resource_039"", ""resource_048"", ""resource_057""]"
user_0047,user,Dubai,25.2048,55.2708,macOS14-D2:FD:93:CD:12:E8,password,11,16,3.6443327360008815,689.5177946156721,"[""resource_006"", ""resource_021"", ""resource_022"", ""resource_023"", ""resource_027"", ""resource_031""]"
user_0048,user,Frankfurt,50.1109,8.6821,iOS17-FF:E2:1A:68:88:43,certificate,6,18,2.796098481151822,889.7480740172527,"[""resource_001"", ""resource_027"", ""resource_030"", ""resource_035"", ""resource_043"", ""resource_053"", ""resource_056""]"
service_account_0049,service_account,London,51.5074,-0.1278,Windows10-9F:07:D0:2F:73:3A,biometric,0,23,4.6750822362935525,1714.2384026221569,"[""resource_039"", ""resource_041"", ""resource_052""]"
user_0050,user,Mumbai,19.076,72.8777,Windows10-E9:4A:C4:61:45:23,certificate,9,22,3.9506115815084386,1431.7337149367481,"[""resource_018"", ""resource_019"", ""resource_033"", ""resource_046"", ""resource_059"", ""resource_060""]"
edge_device_0051,edge_device,Tokyo,35.6762,139.6503,Android14-FA:4C:E4:F7:B0:AA,biometric,0,23,10.869377224141612,917.6582793237318,"[""resource_001"", ""resource_018"", ""resource_019"", ""resource_020"", ""resource_047"", ""resource_053"", ""resource_054""]"
user_0052,user,Singapore,1.3521,103.8198,FirmwareV3-C3:C5:4D:FD:12:40,certificate,8,22,3.2630697025625066,1588.914507646789,"[""resource_003"", ""resource_015"", ""resource_016"", ""resource_025"", ""resource_027"", ""resource_037"", ""resource_050"", ""resource_055""]"
edge_device_0053,edge_device,Sao Paulo,-23.5505,-46.6333,Windows10-D1:4F:26:F0:87:AD,biometric,0,23,5.153475979152606,1232.7353771784217,"[""resource_030"", ""resource_034"", ""resource_059""]"
edge_device_0054,edge_device,Dubai,25.2048,55.2708,Windows11-78:93:74:2E:DE:32,password,0,23,5.358990998376866,898.7592536919634,"[""resource_021"", ""resource_025"", ""resource_032"", ""resource_035"", ""resource_041"", ""resource_046"", ""resource_049""]"
service_account_0055,service_account,New York,40.7128,-74.006,macOS14-DC:4A:7D:D2:5C:57,token,0,23,5.053574431756461,307.9287280691913,"[""resource_004"", ""resource_021"", ""resource_051""]"
edge_device_0056,edge_device,Toronto,43.6532,-79.3832,Android14-04:EE:93:50:25:E2,certificate,0,23,9.59570499176731,1779.9957462539237,"[""resource_010"", ""resource_015"", ""resource_016"", ""resource_017"", ""resource_030"", ""resource_032"", ""resource_038"", ""resource_041""]"
user_0057,user,Frankfurt,50.1109,8.6821,iOS17-97:97:0B:CA:8C:04,password,7,21,2.929806730876847,1655.1994650243112,"[""resource_007"", ""resource_013"", ""resource_017"", ""resource_020"", ""resource_025"", ""resource_030"", ""resource_031"", ""resource_055""]"
service_account_0058,service_account,Sydney,-33.8688,151.2093,iOS17-80:46:31:14:9E:E1,password,0,23,7.456325146041243,1118.9095646968126,"[""resource_015"", ""resource_023"", ""resource_039"", ""resource_052""]"
service_account_0059,service_account,London,51.5074,-0.1278,iOS17-BB:8B:54:83:F6:97,certificate,0,23,3.925118584227485,1482.8567125393072,"[""resource_012"", ""resource_013"", ""resource_021"", ""resource_027"", ""resource_048""]"
user_0060,user,London,51.5074,-0.1278,FirmwareV3-BB:2E:CA:07:87:3F,biometric,11,21,3.9181743682500807,777.1087669579831,"[""resource_015"", ""resource_044"", ""resource_049"", ""resource_056""]"
service_account_0061,service_account,Sydney,-33.8688,151.2093,iOS17-A7:71:20:ED:9A:D1,password,0,23,6.30033807587007,406.4387602616981,"[""resource_007"", ""resource_015"", ""resource_024"", ""resource_025"", ""resource_041"", ""resource_044"", ""resource_053""]"
edge_device_0062,edge_device,Sydney,-33.8688,151.2093,macOS14-D6:4F:D4:32:FA:D0,certificate,0,23,8.886458311501425,233.00038470517597,"[""resource_007"", ""resource_008"", ""resource_009"", ""resource_016"", ""resource_035"", ""resource_057""]"
user_0063,user,Sao Paulo,-23.5505,-46.6333,macOS14-61:3E:E8:2E:6C:0A,password,10,20,1.651375222916522,1454.6072365364791,"[""resource_007"", ""resource_016"", ""resource_024"", ""resource_044"", ""resource_055"", ""resource_058""]"
user_0064,user,Mumbai,19.076,72.8777,Windows10-01:8D:4A:42:80:59,password,7,18,2.321398883580576,1250.9133810076532,"[""resource_005"", ""resource_014"", ""resource_036"", ""resource_038"", ""resource_049"", ""resource_054"", ""resource_060""]"
user_0065,user,New York,40.7128,-74.006,Android14-D7:3A:20:F3:E5:B9,password,7,19,1.6309975446529412,912.2487802521786,"[""resource_002"", ""resource_016"", ""resource_021"", ""resource_038"", ""resource_051""]"
user_0066,user,Toronto,43.6532,-79.3832,Windows11-1F:F5:CD:DA:37:FB,biometric,11,19,2.645106305244205,299.0549595416498,"[""resource_047"", ""resource_051"", ""resource_059""]"
user_0067,user,Toronto,43.6532,-79.3832,iOS17-96:E8:DC:32:3A:6E,biometric,11,20,2.452260997046302,911.5189638637561,"[""resource_005"", ""resource_009"", ""resource_018"", ""resource_040""]"
user_0068,user,Tokyo,35.6762,139.6503,Windows10-F2:22:2E:2B:2F:DD,password,8,19,2.435752558588842,1386.234130090844,"[""resource_007"", ""resource_021"", ""resource_026"", ""resource_027"", ""resource_028"", ""resource_047""]"
user_0069,user,Mumbai,19.076,72.8777,FirmwareV3-D8:1A:93:9F:B4:35,token,9,20,3.6840184305857964,430.6628848903835,"[""resource_004"", ""resource_008"", ""resource_022"", ""resource_036"", ""resource_038"", ""resource_043"", ""resource_058""]"
user_0070,user,London,51.5074,-0.1278,FirmwareV3-0D:88:0E:5C:8B:9E,certificate,8,18,3.518053427880861,748.6579415939104,"[""resource_008"", ""resource_024"", ""resource_036"", ""resource_049"", ""resource_055""]"
user_0071,user,Mumbai,19.076,72.8777,Ubuntu22-AE:50:BD:9F:A6:2B,password,6,18,2.4404860142587212,432.03944351527116,"[""resource_002"", ""resource_005"", ""resource_010"", ""resource_026"", ""resource_041"", ""resource_043"", ""resource_048""]"
service_account_0072,service_account,New York,40.7128,-74.006,Windows10-3A:B0:DC:38:91:F9,certificate,0,23,5.899286165179072,253.5761274191726,"[""resource_006"", ""resource_018"", ""resource_028"", ""resource_029"", ""resource_032"", ""resource_039"", ""resource_043"", ""resource_058""]"
user_0073,user,Toronto,43.6532,-79.3832,macOS14-A7:3D:03:FE:DC:59,token,7,17,3.410402239403119,795.9360620586828,"[""resource_001"", ""resource_014"", ""resource_020""]"
service_account_0074,service_account,Cape Town,-33.9249,18.4241,Windows11-EB:27:A0:DB:CF:D5,certificate,0,23,3.2961158309395397,366.58086371535313,"[""resource_005"", ""resource_023"", ""resource_026"", ""resource_043"", ""resource_048"", ""resource_052"", ""resource_054""]"
user_0075,user,Tokyo,35.6762,139.6503,FirmwareV3-36:7C:DF:CD:28:CA,certificate,11,20,1.7203247032447118,1388.2038188726567,"[""resource_030"", ""resource_040"", ""resource_052"", ""resource_054""]"
user_0076,user,Mumbai,19.076,72.8777,macOS14-B3:4B:78:34:4A:83,token,10,18,3.764806828950126,461.0684163561936,"[""resource_008"", ""resource_033"", ""resource_041""]"
user_0077,user,Dubai,25.2048,55.2708,FirmwareV3-E5:A5:A1:4D:E1:22,biometric,9,22,3.3861145631174647,896.3770634147814,"[""resource_012"", ""resource_041"", ""resource_050""]"
user_0078,user,Sydney,-33.8688,151.2093,macOS14-27:2E:C4:EC:15:E6,token,6,15,2.421843998724532,700.873355866294,"[""resource_004"", ""resource_005"", ""resource_020"", ""resource_023"", ""resource_029"", ""resource_030"", ""resource_033""]"
user_0079,user,Mumbai,19.076,72.8777,Windows10-14:7E:E0:E0:51:BA,certificate,8,16,2.7613725037523933,1667.057598369476,"[""resource_007"", ""resource_029"", ""resource_052""]"
user_0080,user,Tokyo,35.6762,139.6503,Android14-4C:AA:29:48:B3:9E,biometric,6,21,2.2103674346952844,388.9016863999275,"[""resource_004"", ""resource_005"", ""resource_022"", ""resource_039"", ""resource_041"", ""resource_042"", ""resource_051"", ""resource_055""]"
service_account_0081,service_account,London,51.5074,-0.1278,Android14-2F:D8:B9:09:B9:9E,token,0,23,8.692293486703607,1720.8942880257375,"[""resource_022"", ""resource_025"", ""resource_036"", ""resource_042"", ""resource_051""]"
user_0082,user,Sao Paulo,-23.5505,-46.6333,iOS17-13:AC:43:C0:4E:53,token,8,16,2.7692242818116157,1526.7789918363833,"[""resource_005"", ""resource_009"", ""resource_010"", ""resource_015""]"
service_account_0083,service_account,Mumbai,19.076,72.8777,FirmwareV3-E5:77:7A:9E:F0:63,certificate,0,23,7.27416795488071,1278.8570566054498,"[""resource_003"", ""resource_016"", ""resource_024"", ""resource_027"", ""resource_029"", ""resource_044"", ""resource_047"", ""resource_060""]"
user_0084,user,Sao Paulo,-23.5505,-46.6333,FirmwareV3-46:80:1A:F6:BE:34,password,9,17,3.5422280989531,641.802082776112,"[""resource_019"", ""resource_025"", ""resource_033"", ""resource_034"", ""resource_050"", ""resource_060""]"
service_account_0085,service_account,Sydney,-33.8688,151.2093,Windows10-E6:B2:0D:D4:1B:CA,certificate,0,23,9.624892841082325,561.9604796587608,"[""resource_006"", ""resource_010"", ""resource_028"", ""resource_033"", ""resource_054"", ""resource_058""]"
edge_device_0086,edge_device,Tokyo,35.6762,139.6503,Android14-AB:4A:46:13:92:F1,token,0,23,13.391762876116056,1409.3226707202837,"[""resource_002"", ""resource_007"", ""resource_021"", ""resource_060""]"
user_0087,user,Toronto,43.6532,-79.3832,iOS17-D8:38:93:79:9A:3E,password,8,18,3.5874077482059525,566.2719956049127,"[""resource_002"", ""resource_006"", ""resource_058""]"
user_0088,user,Toronto,43.6532,-79.3832,macOS14-DB:00:B4:7B:D5:5F,password,6,18,3.2963608194808818,1028.0449834387023,"[""resource_005"", ""resource_008"", ""resource_032"", ""resource_035"", ""resource_039"", ""resource_054""]"
user_0089,user,Cape Town,-33.9249,18.4241,macOS14-08:B6:22:B0:7B:35,certificate,6,21,3.952598556378901,396.1235355721697,"[""resource_002"", ""resource_025"", ""resource_031"", ""resource_033"", ""resource_036"", ""resource_051"", ""resource_060""]"
user_0090,user,Tokyo,35.6762,139.6503,FirmwareV3-EA:12:96:67:16:66,password,7,17,1.6577513425805614,691.2652284805549,"[""resource_012"", ""resource_030"", ""resource_031"", ""resource_041"", ""resource_044"", ""resource_045"", ""resource_050"", ""resource_054""]"
user_0091,user,Frankfurt,50.1109,8.6821,macOS14-8B:3F:BC:DF:CC:E1,biometric,8,15,3.664495692695144,729.2393380212202,"[""resource_003"", ""resource_013"", ""resource_017"", ""resource_019"", ""resource_031"", ""resource_042"", ""resource_049""]"
user_0092,user,Bengaluru,12.9716,77.5946,iOS17-5C:96:A4:34:28:A7,certificate,11,21,1.6973175151386697,676.523286867019,"[""resource_006"", ""resource_018"", ""resource_024"", ""resource_034"", ""resource_052"", ""resource_059""]"
user_0093,user,Frankfurt,50.1109,8.6821,Ubuntu22-8C:1D:26:CF:BA:51,password,11,20,3.0371287054969107,411.3027387473306,"[""resource_003"", ""resource_023"", ""resource_029"", ""resource_045""]"
user_0094,user,Sao Paulo,-23.5505,-46.6333,iOS17-10:4E:E6:BD:BE:E3,password,11,20,2.405376456358552,1109.753280900911,"[""resource_005"", ""resource_009"", ""resource_016""]"
user_0095,user,Frankfurt,50.1109,8.6821,Ubuntu22-3C:86:85:E4:6D:92,biometric,11,17,2.7476099006411667,504.2889124056147,"[""resource_002"", ""resource_008"", ""resource_016"", ""resource_018"", ""resource_042""]"
user_0096,user,London,51.5074,-0.1278,Android14-21:94:99:50:59:B9,token,11,20,3.1695994762224196,376.6071772271001,"[""resource_006"", ""resource_012"", ""resource_029"", ""resource_046"", ""resource_052"", ""resource_058""]"
user_0097,user,Mumbai,19.076,72.8777,iOS17-42:2C:21:9E:CB:F5,biometric,10,20,2.668514598229187,1426.0465716070107,"[""resource_002"", ""resource_024"", ""resource_032"", ""resource_051""]"
edge_device_0098,edge_device,London,51.5074,-0.1278,iOS17-B0:41:5D:42:DD:1C,password,0,23,9.658331996210588,1019.3254553369064,"[""resource_005"", ""resource_021"", ""resource_029"", ""resource_042""]"
user_0099,user,Mumbai,19.076,72.8777,Android14-8C:40:9B:2F:56:4E,token,8,16,2.1265132724549978,1247.1472548816819,"[""resource_015"", ""resource_023"", ""resource_034"", ""resource_046"", ""resource_060""]"
service_account_0100,service_account,Toronto,43.6532,-79.3832,Windows11-17:87:6B:D5:0F:FE,certificate,0,23,9.046468341340232,1219.8898086679972,"[""resource_003"", ""resource_037"", ""resource_053"", ""resource_054"", ""resource_060""]"
user_0101,user,Singapore,1.3521,103.8198,macOS14-49:A0:A3:B0:CC:42,certificate,9,22,2.6611053944383376,1014.2678172131998,"[""resource_004"", ""resource_005"", ""resource_011"", ""resource_020"", ""resource_026"", ""resource_029"", ""resource_030"", ""resource_045""]"
user_0102,user,Singapore,1.3521,103.8198,FirmwareV3-D6:7F:51:A7:A0:61,token,6,19,3.863462231758047,987.1901781370523,"[""resource_007"", ""resource_008"", ""resource_010"", ""resource_016"", ""resource_018"", ""resource_029""]"
user_0103,user,Sao Paulo,-23.5505,-46.6333,macOS14-18:19:90:FD:F0:92,password,9,18,2.0378610563156028,1552.4192319374179,"[""resource_002"", ""resource_006"", ""resource_026"", ""resource_032"", ""resource_033""]"
user_0104,user,Sydney,-33.8688,151.2093,macOS14-25:C5:E6:8F:3C:41,password,10,18,2.406309439860711,818.1240146203436,"[""resource_003"", ""resource_004"", ""resource_024"", ""resource_026"", ""resource_037"", ""resource_049"", ""resource_058"", ""resource_060""]"
service_account_0105,service_account,Tokyo,35.6762,139.6503,Windows11-13:46:AA:F2:E9:4C,token,0,23,6.500545324994507,711.3046731711726,"[""resource_010"", ""resource_013"", ""resource_024"", ""resource_026"", ""resource_033"", ""resource_039"", ""resource_049""]"
user_0106,user,Mumbai,19.076,72.8777,macOS14-F3:08:BC:A9:38:D5,certificate,10,22,3.2718495160885945,1470.7427985668382,"[""resource_020"", ""resource_022"", ""resource_038"", ""resource_040"", ""resource_048"", ""resource_054""]"
service_account_0107,service_account,Bengaluru,12.9716,77.5946,Android14-1A:F5:57:C2:4B:7C,password,0,23,7.04344077104928,1107.563839674684,"[""resource_002"", ""resource_017"", ""resource_031"", ""resource_038"", ""resource_039"", ""resource_042"", ""resource_050"", ""resource_051""]"
service_account_0108,service_account,Singapore,1.3521,103.8198,Android14-68:D2:F1:1F:46:6A,certificate,0,23,4.0600188068354175,1796.959046816881,"[""resource_021"", ""resource_027"", ""resource_029""]"
user_0109,user,Frankfurt,50.1109,8.6821,FirmwareV3-87:F7:62:7E:8E:98,token,10,20,3.18967144139092,1705.2065850504875,"[""resource_012"", ""resource_022"", ""resource_030"", ""resource_035"", ""resource_059""]"
edge_device_0110,edge_device,Sydney,-33.8688,151.2093,FirmwareV3-8C:93:3E:C2:CA:B0,token,0,23,14.337003747708007,650.5332962285556,"[""resource_014"", ""resource_021"", ""resource_023"", ""resource_031"", ""resource_032"", ""resource_036"", ""resource_045"", ""resource_046""]"
user_0111,user,Bengaluru,12.9716,77.5946,Windows10-67:8A:8B:46:37:7A,token,11,19,3.368346249295012,262.2399965310917,"[""resource_023"", ""resource_029"", ""resource_060""]"
edge_device_0112,edge_device,Singapore,1.3521,103.8198,Windows10-02:50:D0:F3:F4:66,certificate,0,23,11.811919865814302,700.29167743305,"[""resource_004"", ""resource_007"", ""resource_015"", ""resource_022"", ""resource_027"", ""resource_031"", ""resource_046"", ""resource_058""]"
user_0113,user,London,51.5074,-0.1278,Windows11-CB:FD:5F:94:13:04,certificate,9,17,3.8348065264455005,1100.0982272364827,"[""resource_003"", ""resource_012"", ""resource_015"", ""resource_035"", ""resource_037"", ""resource_047"", ""resource_048"", ""resource_055""]"
user_0114,user,Tokyo,35.6762,139.6503,FirmwareV3-39:A9:53:EA:83:5F,password,7,22,2.1820927037449813,1373.3209906974564,"[""resource_030"", ""resource_032"", ""resource_034"", ""resource_035"", ""resource_042""]"
service_account_0115,service_account,Toronto,43.6532,-79.3832,macOS14-2C:CD:30:5E:47:F4,certificate,0,23,5.993922752193843,1696.0371269422492,"[""resource_012"", ""resource_013"", ""resource_026"", ""resource_040"", ""resource_041"", ""resource_049"", ""resource_053"", ""resource_055""]"
user_0116,user,Frankfurt,50.1109,8.6821,macOS14-78:1F:3C:EE:9D:51,biometric,8,15,2.153882877038482,1291.439264223599,"[""resource_018"", ""resource_022"", ""resource_029"", ""resource_049""]"
edge_device_0117,edge_device,Bengaluru,12.9716,77.5946,Windows10-70:44:F4:4E:E8:BF,biometric,0,23,8.675439031021703,1317.14397750616,"[""resource_008"", ""resource_019"", ""resource_041"", ""resource_045"", ""resource_059""]"
