rank,session_id,entity_id,timestamp,risk_score,predicted_type,predicted_confidence,explanation,true_label
39,3d88f5c9,user_0160,2026-06-10 17:40:54.208318,0.997421145439148,brute_force,0.9998760223388672,flagged due to unusual session duration + failed authentication attempt,brute_force
40,176a572d,user_0090,2026-06-10 14:31:10.089932,0.9969797730445862,brute_force,0.999885082244873,flagged due to unusual session duration + failed authentication attempt,brute_force
41,4b106842,user_0160,2026-06-10 17:40:42.208318,0.9968966245651245,brute_force,0.9998859167098999,flagged due to unusual session duration + failed authentication attempt,brute_force
42,aaded3c9,user_0160,2026-06-10 17:40:39.208318,0.9963306784629822,brute_force,0.9998934268951416,flagged due to unusual session duration + failed authentication attempt,brute_force
43,f8532f44,user_0090,2026-06-10 14:31:06.089932,0.9956797361373901,brute_force,0.9999003410339355,flagged due to unusual session duration + failed authentication attempt,brute_force
44,1702ecf8,user_0160,2026-06-10 17:40:18.208318,0.9953987002372742,brute_force,0.9999017715454102,flagged due to unusual session duration + failed authentication attempt,brute_force
45,e81cef60,user_0160,2026-06-10 17:39:54.208318,0.9947224855422974,brute_force,0.9763160347938538,flagged due to unusual session duration + large geographic jump from last known location,brute_force
46,ff4ec4b9,user_0090,2026-06-10 14:30:52.089932,0.9944198727607727,brute_force,0.9999068975448608,flagged due to unusual session duration + failed authentication attempt,brute_force
47,bc665725,user_0067,2026-06-11 14:30:57.561869,0.9940111041069031,lateral_movement,0.9990205764770508,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
48,f84b6ef2,user_0160,2026-06-10 17:40:06.208318,0.9939143061637878,brute_force,0.9999098777770996,flagged due to unusual session duration + failed authentication attempt,brute_force
49,2e053333,user_0067,2026-06-11 14:55:57.561869,0.9938086867332458,lateral_movement,0.999146580696106,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
50,1f70f9dc,user_0090,2026-06-10 14:30:30.089932,0.993398904800415,brute_force,0.9805979132652283,flagged due to unusual session duration + large geographic jump from last known location,brute_force
51,146639aa,user_0160,2026-06-10 17:40:06.208318,0.9933358430862427,brute_force,0.9999159574508667,flagged due to unusual session duration + failed authentication attempt,brute_force
52,311e3328,user_0160,2026-06-10 17:39:58.208318,0.9929816722869873,brute_force,0.9999216794967651,flagged due to unusual session duration + failed authentication attempt,brute_force
53,1d9e89d1,user_0130,2026-06-12 03:24:03.733023,0.9928969740867615,lateral_movement,0.9981325268745422,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
54,f1f030fd,user_0090,2026-06-10 14:30:52.089932,0.9916986227035522,brute_force,0.9999102354049683,flagged due to unusual session duration + failed authentication attempt,brute_force
55,66cfafce,edge_device_0054,2026-06-10 17:08:29.807620,0.9916678071022034,lateral_movement,0.999315619468689,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
56,4aceb93c,user_0160,2026-06-10 17:39:58.208318,0.9909912347793579,brute_force,0.9998770952224731,flagged due to unusual session duration + failed authentication attempt,brute_force
57,971c34f7,user_0090,2026-06-10 14:30:47.089932,0.9895513653755188,brute_force,0.9999120235443115,flagged due to unusual session duration + failed authentication attempt,brute_force
58,d8550a55,user_0067,2026-06-11 14:27:57.561869,0.9895209074020386,lateral_movement,0.9995330572128296,flagged due to implausible geo-velocity (impossible travel) + unusual session duration,lateral_movement
59,c077482f,user_0090,2026-06-10 14:30:42.089932,0.9892288446426392,brute_force,0.9999163150787354,flagged due to unusual session duration + failed authentication attempt,brute_force
60,7d65a445,user_0191,2026-06-13 10:01:20.564104,0.9889673590660095,lateral_movement,0.9993183612823486,flagged due to implausible geo-velocity (impossible travel) + unusual session duration,lateral_movement
61,0a08b9c9,user_0067,2026-06-11 14:38:57.561869,0.9888500571250916,lateral_movement,0.9988133907318115,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
62,d01f120a,user_0090,2026-06-10 14:30:38.089932,0.9876296520233154,brute_force,0.999870777130127,flagged due to unusual session duration + failed authentication attempt,brute_force
63,45ae8a85,user_0191,2026-06-13 09:59:20.564104,0.987562894821167,lateral_movement,0.9996117949485779,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
64,298bc443,user_0191,2026-06-13 10:00:20.564104,0.986778736114502,lateral_movement,0.9994814991950989,flagged due to implausible geo-velocity (impossible travel) + unusual session duration,lateral_movement
65,d8b125c4,user_0067,2026-06-11 14:54:57.561869,0.9859936237335205,lateral_movement,0.9993089437484741,flagged due to implausible geo-velocity (impossible travel) + unusual session duration,lateral_movement
66,9a71ea32,user_0067,2026-06-11 14:42:57.561869,0.9854896068572998,lateral_movement,0.999568521976471,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
67,93972eb6,user_0067,2026-06-11 14:49:57.561869,0.9846925735473633,lateral_movement,0.9994001388549805,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
68,a8baaf15,user_0067,2026-06-11 14:50:57.561869,0.9840410947799683,lateral_movement,0.9995266199111938,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
69,dab584ed,user_0067,2026-06-11 14:25:57.561869,0.9808284640312195,lateral_movement,0.9993559718132019,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
70,f334d7b3,edge_device_0054,2026-06-10 17:00:29.807620,0.9802579283714294,lateral_movement,0.9994913339614868,flagged due to implausible geo-velocity (impossible travel) + access to a never-before-seen resource,lateral_movement
71,fc1c7c49,user_0090,2026-06-10 14:34:37.089932,0.9796779155731201,brute_force,0.9994217157363892,flagged due to unusual session duration + atypical time-of-day,brute_force
72,216d3513,service_account_0107,2026-06-11 01:30:40.594078,0.9795740842819214,lateral_movement,0.9993941783905029,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
73,669343e2,user_0160,2026-06-10 17:44:48.208318,0.9790841341018677,brute_force,0.9994331002235413,flagged due to unusual session duration + atypical time-of-day,brute_force
74,530196e8,user_0067,2026-06-11 14:40:57.561869,0.9748843908309937,lateral_movement,0.9995403289794922,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
75,7408f75c,user_0130,2026-06-12 03:12:03.733023,0.9731738567352295,lateral_movement,0.9991886019706726,flagged due to implausible geo-velocity (impossible travel) + access to a never-before-seen resource,lateral_movement
76,6b45179c,service_account_0107,2026-06-11 01:23:40.594078,0.9716641902923584,lateral_movement,0.9994925260543823,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
77,e3502f2c,edge_device_0054,2026-06-10 17:00:29.807620,0.9703965187072754,lateral_movement,0.9991552829742432,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
78,854788c6,user_0191,2026-06-13 09:56:20.564104,0.9587265253067017,lateral_movement,0.9994257688522339,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
79,910b5dfc,user_0130,2026-06-12 03:20:03.733023,0.950439989566803,lateral_movement,0.9991514682769775,flagged due to implausible geo-velocity (impossible travel) + access to a never-before-seen resource,lateral_movement
80,d08947ce,user_0191,2026-06-13 10:03:20.564104,0.9247846603393555,lateral_movement,0.9403043985366821,flagged due to implausible geo-velocity (impossible travel) + atypical time-of-day,lateral_movement
81,8091161d,service_account_0107,2026-06-11 01:22:40.594078,0.9217814803123474,lateral_movement,0.9979802966117859,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
82,474eb1a8,user_0130,2026-06-12 03:32:03.733023,0.9169278740882874,lateral_movement,0.9988645315170288,flagged due to implausible geo-velocity (impossible travel) + access to a never-before-seen resource,lateral_movement
83,ef5b2df7,edge_device_0054,2026-06-10 16:57:29.807620,0.9061306715011597,lateral_movement,0.9942166805267334,flagged due to implausible geo-velocity (impossible travel) + unusual session duration,lateral_movement
84,06575174,user_0189,2026-06-11 02:25:22.869427,0.8882369995117188,device_spoofing,0.9881312847137451,flagged due to large geographic jump from last known location + unusual session duration,device_spoofing
85,3709744a,user_0191,2026-06-13 10:17:20.564104,0.8796426057815552,lateral_movement,0.9942530989646912,flagged due to implausible geo-velocity (impossible travel) + access to a never-before-seen resource,lateral_movement
86,2c39f37b,user_0273,2026-06-11 21:14:00.294971,0.8573893308639526,device_spoofing,0.997385561466217,flagged due to large geographic jump from last known location + atypical time-of-day,device_spoofing
87,4f3d35bd,user_0111,2026-06-12 09:51:12.959003,0.8419020771980286,device_spoofing,0.9849905371665955,flagged due to unusual session duration + atypical time-of-day,device_spoofing
88,6dce1b30,edge_device_0112,2026-06-10 00:03:51.361251,0.8317593336105347,device_spoofing,0.9979766011238098,flagged due to large geographic jump from last known location + new/unrecognized device fingerprint,device_spoofing
89,d35968b6,user_0130,2026-06-12 03:08:03.733023,0.8185562491416931,lateral_movement,0.9987926483154297,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
90,d63cb9b0,user_0130,2026-06-12 03:12:03.733023,0.8135730028152466,lateral_movement,0.997796893119812,flagged due to implausible geo-velocity (impossible travel) + access to a never-before-seen resource,lateral_movement
91,99cc3ea1,user_0191,2026-06-13 09:54:20.564104,0.7529574036598206,lateral_movement,0.9958815574645996,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
92,76412999,user_0067,2026-06-11 14:25:57.561869,0.7288227677345276,lateral_movement,0.9963969588279724,flagged due to implausible geo-velocity (impossible travel) + access to a never-before-seen resource,lateral_movement
93,0d9ed17a,edge_device_0259,2026-06-08 17:56:33.512367,0.7039768695831299,impossible_travel,0.9899603128433228,flagged due to large geographic jump from last known location + implausible geo-velocity (impossible travel),impossible_travel
94,b15107c2,service_account_0107,2026-06-11 01:43:36.000000,0.6999949216842651,lateral_movement,0.6986730098724365,flagged due to implausible geo-velocity (impossible travel) + unusual session duration,normal
95,890c39ad,service_account_0124,2026-06-12 05:04:45.904341,0.6817160844802856,impossible_travel,0.9923849105834961,flagged due to large geographic jump from last known location + implausible geo-velocity (impossible travel),impossible_travel
96,cc81263b,edge_device_0268,2026-06-13 01:25:34.871984,0.664814829826355,impossible_travel,0.9917701482772827,flagged due to large geographic jump from last known location + implausible geo-velocity (impossible travel),impossible_travel
97,ec5252cd,user_0156,2026-06-09 17:42:50.573311,0.6617463231086731,impossible_travel,0.9905411601066589,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,impossible_travel
98,03036259,user_0084,2026-06-12 15:02:26.876963,0.6464130282402039,impossible_travel,0.9893524646759033,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,impossible_travel
99,21a41446,edge_device_0054,2026-06-10 19:36:03.000000,0.6443073749542236,impossible_travel,0.9362256526947021,flagged due to large geographic jump from last known location + atypical time-of-day,normal
100,ad325e6f,user_0130,2026-06-12 03:06:03.733023,0.640443742275238,lateral_movement,0.9941387176513672,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,lateral_movement
101,23f96661,user_0241,2026-06-08 09:19:18.000000,0.6094643473625183,impossible_travel,0.6745229959487915,flagged due to large geographic jump from last known location + atypical time-of-day,normal
102,58f2e1d6,service_account_0032,2026-06-10 21:46:12.306696,0.5945698022842407,impossible_travel,0.9902724623680115,flagged due to large geographic jump from last known location + implausible geo-velocity (impossible travel),impossible_travel
103,4ff0aeb0,user_0182,2026-06-13 06:32:05.254240,0.5874530673027039,impossible_travel,0.9904982447624207,flagged due to large geographic jump from last known location + implausible geo-velocity (impossible travel),impossible_travel
104,704294f6,user_0130,2026-06-12 03:00:03.733023,0.5681665539741516,lateral_movement,0.9913719892501831,flagged due to implausible geo-velocity (impossible travel) + atypical time-of-day,lateral_movement
105,0d2ca8ec,user_0257,2026-06-08 14:16:41.000000,0.5501523017883301,impossible_travel,0.8594022393226624,flagged due to large geographic jump from last known location + unusual session duration,normal
106,23bc1149,user_0044,2026-06-08 12:16:23.107978,0.5494329929351807,impossible_travel,0.9878435134887695,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,impossible_travel
107,37cb35bd,user_0155,2026-06-12 21:54:26.164398,0.5428218245506287,impossible_travel,0.9872227907180786,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,impossible_travel
108,86449044,user_0060,2026-06-09 14:42:02.578664,0.524607241153717,low_and_slow_exfil,0.9881542921066284,flagged due to unusual session duration + access to a never-before-seen resource,low_and_slow_exfil
109,82a70894,user_0067,2026-06-11 15:26:46.000000,0.5204956531524658,impossible_travel,0.5589239597320557,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,normal
110,c2944946,user_0201,2026-06-08 18:23:36.035404,0.45877695083618164,device_spoofing,0.9913623929023743,flagged due to large geographic jump from last known location + implausible geo-velocity (impossible travel),device_spoofing
111,152fdfe4,user_0090,2026-06-11 13:23:31.000000,0.4500206410884857,brute_force,0.7827675938606262,flagged due to atypical time-of-day + unusual session duration,normal
112,87cfd856,user_0130,2026-06-08 12:02:39.000000,0.4112551510334015,impossible_travel,0.8670892119407654,flagged due to large geographic jump from last known location + atypical time-of-day,normal
113,5b36da5e,user_0269,2026-06-08 09:50:29.445718,0.38166001439094543,device_spoofing,0.9980126619338989,flagged due to unusual session duration + new/unrecognized device fingerprint,device_spoofing
114,8d9daf58,service_account_0107,2026-06-11 01:16:40.594078,0.3785502314567566,lateral_movement,0.9582056999206543,flagged due to implausible geo-velocity (impossible travel) + access to a never-before-seen resource,lateral_movement
115,eddaf658,user_0052,2026-06-08 15:28:59.311065,0.21520763635635376,lateral_movement,0.9590733647346497,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,low_and_slow_exfil
116,1cd263de,user_0160,2026-06-11 08:23:47.000000,0.19523075222969055,impossible_travel,0.8868871331214905,flagged due to large geographic jump from last known location + atypical time-of-day,normal
117,86e4add7,edge_device_0054,2026-06-10 16:56:29.807620,0.15547572076320648,lateral_movement,0.5585173964500427,flagged due to implausible geo-velocity (impossible travel) + unusual session duration,lateral_movement
118,ec4b172a,user_0060,2026-06-09 22:27:01.729593,0.14553220570087433,low_and_slow_exfil,0.9892783164978027,flagged due to unusual session duration + large geographic jump from last known location,low_and_slow_exfil
119,35e38eb6,user_0130,2026-06-12 02:56:03.733023,0.13210858404636383,lateral_movement,0.7796764373779297,flagged due to access to a never-before-seen resource + atypical time-of-day,lateral_movement
120,710dbb07,user_0052,2026-06-08 19:24:45.085459,0.1204613596200943,lateral_movement,0.7249442338943481,flagged due to large geographic jump from last known location + access to a never-before-seen resource,low_and_slow_exfil
121,07d84f5f,user_0191,2026-06-13 09:53:20.564104,0.11764361709356308,lateral_movement,0.5105417966842651,flagged due to large geographic jump from last known location + atypical time-of-day,lateral_movement
122,51779710,edge_device_0117,2026-06-09 23:29:59.180094,0.10504895448684692,lateral_movement,0.8062556385993958,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,insider_drift
123,69c1510c,user_0067,2026-06-11 14:22:57.561869,0.10316130518913269,lateral_movement,0.7797414064407349,flagged due to unusual session duration + implausible geo-velocity (impossible travel),lateral_movement
124,34c9281c,user_0130,2026-06-12 03:02:03.733023,0.09463412314653397,lateral_movement,0.9628718495368958,flagged due to implausible geo-velocity (impossible travel) + atypical time-of-day,lateral_movement
125,2a05935d,user_0046,2026-06-09 21:51:39.213796,0.05296164005994797,low_and_slow_exfil,0.576451301574707,flagged due to access to a never-before-seen resource + atypical time-of-day,insider_drift
126,d89f70a7,service_account_0107,2026-06-11 01:14:40.594078,0.05169655382633209,low_and_slow_exfil,0.8936523199081421,flagged due to access to a never-before-seen resource + atypical time-of-day,lateral_movement
127,d13ee281,user_0046,2026-06-10 10:15:45.000000,0.05163796991109848,low_and_slow_exfil,0.9608416557312012,flagged due to unusual session duration + atypical time-of-day,normal
128,38388e72,user_0052,2026-06-08 17:33:35.000000,0.0457996167242527,low_and_slow_exfil,0.48050135374069214,flagged due to unusual session duration + large geographic jump from last known location,normal
129,ae0707d7,user_0130,2026-06-12 11:15:42.000000,0.03280488774180412,impossible_travel,0.8736734390258789,flagged due to large geographic jump from last known location + atypical time-of-day,normal
130,50271b8a,user_0191,2026-06-13 14:28:32.000000,0.02990560419857502,impossible_travel,0.925743579864502,flagged due to unusual session duration + large geographic jump from last known location,normal
131,79424931,user_0182,2026-06-12 13:13:19.000000,0.018190890550613403,impossible_travel,0.7521117925643921,flagged due to unusual session duration + large geographic jump from last known location,normal
132,5799e7d5,edge_device_0187,2026-06-08 15:01:41.000000,0.011885574087500572,low_and_slow_exfil,0.6617311835289001,flagged due to unusual session duration + atypical time-of-day,normal
133,e26dd702,edge_device_0259,2026-06-09 07:00:14.000000,0.010536093264818192,normal,0.48950859904289246,flagged due to unusual session duration + implausible geo-velocity (impossible travel),normal
134,84a12f88,service_account_0033,2026-06-09 01:14:26.000000,0.010346310213208199,normal,0.6381844282150269,flagged due to unusual session duration + atypical time-of-day,normal
135,dc70e184,user_0027,2026-06-14 12:33:57.000000,0.009171013720333576,impossible_travel,0.5281848311424255,flagged due to unusual session duration + large geographic jump from last known location,normal
136,cd48e9a9,service_account_0237,2026-06-14 22:38:42.000000,0.009145423769950867,normal,0.6208449602127075,flagged due to unusual session duration + atypical time-of-day,normal
137,7d45a9a6,edge_device_0259,2026-06-09 06:38:21.000000,0.00887676514685154,normal,0.5153857469558716,flagged due to unusual session duration + atypical time-of-day,normal
138,7fbd1dc9,edge_device_0198,2026-06-13 12:08:26.000000,0.008732863701879978,normal,0.5950230360031128,flagged due to unusual session duration + atypical time-of-day,normal
139,e7796b68,user_0293,2026-06-10 13:24:50.000000,0.008653613738715649,impossible_travel,0.8048017621040344,flagged due to unusual session duration + large geographic jump from last known location,normal
140,10559247,service_account_0012,2026-06-11 05:19:53.000000,0.00792932789772749,impossible_travel,0.5655720233917236,flagged due to unusual session duration + atypical time-of-day,normal
141,9ee9a337,user_0090,2026-06-13 13:47:50.000000,0.007448827847838402,impossible_travel,0.9065889716148376,flagged due to large geographic jump from last known location + atypical time-of-day,normal
142,b07fd5cd,edge_device_0206,2026-06-09 01:48:37.000000,0.007374851033091545,normal,0.6732839345932007,flagged due to unusual session duration + atypical time-of-day,normal
143,36a999e1,user_0214,2026-06-14 13:48:33.000000,0.007261516526341438,normal,0.5499106049537659,flagged due to unusual session duration + atypical time-of-day,normal
144,873d3a4f,user_0109,2026-06-13 13:56:23.000000,0.007164026610553265,normal,0.8546558022499084,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,normal
145,10ae950c,user_0123,2026-06-09 13:11:36.000000,0.007093855179846287,normal,0.8691566586494446,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,normal
146,a0533a8f,user_0251,2026-06-09 13:08:28.000000,0.007087466306984425,impossible_travel,0.8028558492660522,flagged due to unusual session duration + large geographic jump from last known location,normal
147,afd76f2b,user_0241,2026-06-14 08:20:48.000000,0.0064970264211297035,impossible_travel,0.8305477499961853,flagged due to unusual session duration + large geographic jump from last known location,normal
148,627a1399,user_0093,2026-06-08 15:06:12.000000,0.006115470547229052,impossible_travel,0.5937162637710571,flagged due to implausible geo-velocity (impossible travel) + unusual session duration,normal
149,e4c7f18e,user_0071,2026-06-10 11:02:53.000000,0.005833298433572054,normal,0.8678207397460938,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,normal
150,082d0f25,service_account_0081,2026-06-09 05:07:57.000000,0.005813757888972759,impossible_travel,0.5153366327285767,flagged due to unusual session duration + atypical time-of-day,normal
151,f26b2fff,user_0048,2026-06-08 12:42:42.000000,0.005748518276959658,normal,0.576697051525116,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,normal
152,7bd05177,edge_device_0264,2026-06-10 13:30:49.000000,0.0056854188442230225,normal,0.5452519059181213,flagged due to unusual session duration + implausible geo-velocity (impossible travel),normal
153,147d4e44,user_0216,2026-06-08 16:10:05.000000,0.005674552638083696,impossible_travel,0.7279533743858337,flagged due to unusual session duration + large geographic jump from last known location,normal
154,8af9bbf3,user_0084,2026-06-09 13:28:20.000000,0.005668865516781807,normal,0.8571491837501526,flagged due to implausible geo-velocity (impossible travel) + large geographic jump from last known location,normal
155,34c01dee,user_0208,2026-06-10 15:34:33.000000,0.005360757932066917,low_and_slow_exfil,0.5137089490890503,flagged due to unusual session duration + large geographic jump from last known location,normal
156,5b0f2a85,service_account_0074,2026-06-09 22:19:09.000000,0.005319527350366116,impossible_travel,0.8667846918106079,flagged due to unusual session duration + large geographic jump from last known location,normal
157,f4a1b7bb,user_0067,2026-06-11 15:33:26.000000,0.005255452822893858,impossible_travel,0.5328294634819031,flagged due to implausible geo-velocity (impossible travel) + atypical time-of-day,normal
158,3914aa7f,user_0076,2026-06-11 14:31:27.000000,0.0052438038401305676,normal,0.7433972954750061,flagged due to unusual session duration + implausible geo-velocity (impossible travel),normal
159,1f41261d,user_0050,2026-06-11 14:07:02.000000,0.0049772183410823345,impossible_travel,0.7832426428794861,flagged due to unusual session duration + large geographic jump from last known location,normal
160,8cb71647,service_account_0260,2026-06-10 23:59:03.000000,0.004963175393640995,impossible_travel,0.7054305672645569,flagged due to unusual session duration + large geographic jump from last known location,normal
161,0592b6e7,service_account_0124,2026-06-09 15:05:35.000000,0.004630166571587324,low_and_slow_exfil,0.5177887082099915,flagged due to unusual session duration + large geographic jump from last known location,normal
